generation,highest_score,average_score,lowest_score,total_wins,total_losses,total_draws,highest_defection_rate,average_defection_rate,lowest_defection_rate
3273,5863,5811.8,0,3077,3077,13646,0.6146992219075298,0.6146894953457023,0.6146841205677974
3274,5875,5807.38,0,3002,3002,13796,0.6147606235111257,0.6147519290940745,0.6147457702781126
3275,5878,5807.69,0,3071,3071,13658,0.6148231235950534,0.6148140512833496,0.6148092485811784
3276,5868,5807.54,0,3017,3017,13766,0.6148805563626565,0.61487664739845,0.614871309176113
3277,5853,5806.33,0,3090,3090,13620,0.614942981726322,0.6149380781580295,0.6149342239063186
3278,5874,5807.55,0,3116,3116,13568,0.6150039908888082,0.6149999067738752,0.6149959653354462
3279,5847,5803.94,0,3130,3130,13540,0.6150658543068684,0.6150620396843919,0.6150588036980849
3280,5868,5801.03,0,3176,3176,13448,0.6151273559477092,0.6151237774365353,0.6151203885046262
3281,5860,5794.54,0,3245,3245,13310,0.6151913308653422,0.615185925452932,0.6151812878455811
3282,5856,5796.76,0,3126,3126,13548,0.6152553477769503,0.6152480113185981,0.6152434455655194
3283,5849,5790.47,0,3223,3223,13354,0.615318273445397,0.6153108485651435,0.6153053226022647
3284,5856,5794.66,0,3225,3225,13350,0.615379866112863,0.6153722322965293,0.6153677283934433
3285,5869,5791.19,0,3316,3316,13168,0.6154386709132521,0.6154327842929407,0.6154288827992259
3286,5864,5789.77,0,3306,3306,13188,0.6155016451159151,0.6154958500509554,0.6154904852085131
3287,5860,5790.58,0,3181,3181,13438,0.6155638534144104,0.615557668825533,0.6155532628112343
3288,5857,5788.61,0,3280,3280,13240,0.6156265896228451,0.615619917146857,0.6156147899438933
3289,5880,5791.88,0,3287,3287,13226,0.6156883989470776,0.6156851727965944,0.6156760372885793
3290,5846,5791.68,0,3215,3215,13370,0.6157510591853057,0.6157483428699184,0.6157453244724751
3291,5853,5789.54,0,3276,3276,13248,0.6158127124025314,0.6158095503865152,0.615806333463173
3292,5864,5790.27,0,3260,3260,13280,0.6158756197194991,0.6158717240976261,0.6158676282863155
3293,5846,5792.0,0,3251,3251,13298,0.6159379239620827,0.6159343619946631,0.6159298542579148
3294,5851,5792.24,0,3275,3275,13250,0.6160000290421184,0.6159955000851095,0.615990993716415
3295,5850,5788.61,0,3229,3229,13342,0.6160609673639822,0.6160579196732268,0.6160540316295299
3296,5847,5794.19,0,3166,3166,13468,0.6161217074726965,0.616118177770876,0.6161138869821404
3297,5848,5787.85,0,3239,3239,13322,0.6161854735152746,0.6161795792981358,0.6161760434126461
3298,5856,5787.56,0,3344,3344,13112,0.6162454138874426,0.6162422327968511,0.6162391290580056
3299,5843,5786.72,0,3185,3185,13430,0.616308378844264,0.6163048708778375,0.6162996794097273
3300,5851,5785.97,0,3348,3348,13104,0.6163712251261478,0.6163667599639954,0.6163630920084308
3301,5855,5785.22,0,3230,3230,13340,0.6164323428102956,0.6164297289255849,0.6164249366694455
3302,5855,5786.25,0,3254,3254,13292,0.6164949525530815,0.6164924392514145,0.6164896410606052
3303,5848,5788.25,0,3284,3284,13232,0.6165580071133149,0.6165543988051793,0.6165500422859923
3304,5849,5783.8,0,3221,3221,13358,0.6166191736619319,0.6166164897642721,0.6166130610990871
3305,5840,5782.56,0,3283,3283,13234,0.6166808660361053,0.6166784675808935,0.6166753985552342
3306,5857,5784.26,0,3296,3296,13208,0.616743726797361,0.6167404111299036,0.6167376179312583
3307,5849,5784.9,0,3293,3293,13214,0.6168055049315789,0.6168020271447372,0.6167996389787264
3308,5837,5784.68,0,3289,3289,13222,0.6168679687074495,0.616863632427406,0.616861060221274
3309,5845,5785.14,0,3281,3281,13238,0.6169299932060307,0.6169262179755901,0.6169227655791497
3310,5846,5788.07,0,3242,3242,13316,0.6169923013697355,0.6169883249670723,0.6169840322505283
3311,5851,5785.64,0,3253,3253,13294,0.6170544113907959,0.6170504377939069,0.6170473486453655
3312,5854,5784.57,0,3321,3321,13158,0.6171166443856166,0.6171126126147811,0.617109744240505
3313,5838,5785.23,0,3285,3285,13230,0.6171773158321454,0.6171740793572418,0.6171701771390492
3314,5842,5786.69,0,3291,3291,13218,0.6172396345770959,0.6172367013791166,0.6172331395241611
3315,5859,5788.27,0,3262,3262,13276,0.6173015149270625,0.6172986154799215,0.6172955829644294
3316,5856,5784.46,0,3312,3312,13176,0.6173635182409757,0.6173601372402604,0.6173570271042622
3317,5840,5787.02,0,3233,3233,13334,0.6174247631609391,0.6174216227180915,0.6174189950006073
3318,5849,5784.01,0,3318,3318,13164,0.6174859711752562,0.6174828108554185,0.6174794038608441
3319,5837,5786.54,0,3232,3232,13336,0.6175459413411221,0.6175442463634441,0.6175412975666622
3320,5842,5787.37,0,3302,3302,13196,0.6176081965793372,0.6176053839397158,0.6176021134657563
3321,5856,5790.81,0,3231,3231,13338,0.6176700142526056,0.6176662134510924,0.6176632928351931
3322,5862,5797.66,0,3208,3208,13384,0.6177300348784581,0.6177270039514839,0.6177227555341814
3323,5846,5793.93,0,3263,3263,13274,0.617791698734127,0.6177885615608875,0.6177844215797854
3324,5854,5785.33,0,3318,3318,13164,0.6178540450008594,0.6178497263893389,0.6178442118054306
3325,5850,5784.25,0,3208,3208,13384,0.6179166734599212,0.617911653644397,0.6179072428241653
3326,5844,5790.37,0,3290,3290,13220,0.6179775864413518,0.6179721103270057,0.6179673596739707
3327,5862,5786.18,0,3313,3313,13174,0.6180399005234531,0.6180347415513943,0.6180306353003722
3328,5841,5783.2,0,3261,3261,13278,0.6180994623153641,0.6180946897633592,0.6180898006323692
3329,5852,5790.83,0,3204,3204,13392,0.6181590681590682,0.6181550258392362,0.6181499681499681
3330,5843,5779.24,0,3402,3402,12996,0.6182235060555148,0.6182169448438468,0.618210658146508
3331,5844,5787.19,0,3301,3301,13198,0.6182819220192064,0.6182765562365297,0.6182712319377511
3332,5847,5784.7,0,3288,3288,13224,0.6183428550191542,0.6183379318793125,0.6183320086394605
3333,5846,5786.01,0,3189,3189,13422,0.6184041501109666,0.618398956572322,0.6183938650866317
3334,5843,5787.39,0,3228,3228,13344,0.6184642128696417,0.6184594823800222,0.6184551265037338
3335,5860,5788.09,0,3282,3282,13236,0.6185242396194687,0.6185205129357441,0.6185164308744392
3336,5863,5786.17,0,3239,3239,13322,0.6185844693644009,0.618581196250313,0.6185758663874842
3337,5853,5790.21,0,3304,3304,13192,0.6186455389886376,0.6186421474051162,0.6186349477557576
3338,5842,5783.53,0,3394,3394,13012,0.6187077661754921,0.6187028486978832,0.6186963820197848
3339,5831,5776.7,0,3304,3304,13192,0.6187692398297504,0.6187638765531138,0.6187571428116654
3340,5830,5774.29,0,3366,3366,13068,0.6188321883591186,0.6188234739524934,0.6188169124888355
3341,5860,5772.64,0,3417,3417,12966,0.6188942242991189,0.6188847091660565,0.6188772031633224
3342,5835,5775.63,0,3309,3309,13182,0.6189569387532138,0.6189460834711713,0.618938411938711
3343,5833,5774.01,0,3453,3453,12894,0.6190199336604524,0.61901097190744,0.6190002200295577
3344,5824,5757.52,0,3504,3504,12792,0.6190817783690099,0.6190754162663531,0.6190638188986076
3345,5832,5775.28,0,3442,3442,12916,0.6191429505677468,0.6191367301860586,0.6191245198071889
3346,5840,5785.52,0,3395,3395,13010,0.6192031331826592,0.6191949815961894,0.6191858197975223
3347,5831,5782.69,0,3303,3303,13194,0.6192648677557185,0.6192588217901838,0.6192460510277903
3348,5859,5786.76,0,3265,3265,13270,0.6193247399106179,0.6193183965188175,0.6193084686979172
3349,5846,5778.37,0,3404,3404,12992,0.6193847350170996,0.6193782546597155,0.6193702936672301
3350,5829,5776.48,0,3367,3367,13066,0.6194465981018307,0.619440578173321,0.6194329543054983
3351,5829,5767.52,0,3503,3503,12794,0.6195083449746809,0.6195025100267844,0.6194949431508909
3352,5830,5773.74,0,3444,3444,12912,0.6195691829688094,0.6195634361731492,0.6195539617691029
3353,5837,5768.28,0,3376,3376,13048,0.6196287958833858,0.6196225126702486,0.6196137377287928
3354,5819,5766.8,0,3313,3313,13174,0.61969003708748,0.6196854853341638,0.6196744288124004
3355,5835,5771.28,0,3391,3391,13018,0.6197510833825995,0.6197477210788019,0.6197436379984527
3356,5849,5770.69,0,3351,3351,13098,0.6198126475865058,0.619808503960002,0.6198048085071273
3357,5825,5772.59,0,3425,3425,12950,0.6198752041907429,0.6198685635389031,0.6198639636071065
3358,5846,5769.79,0,3433,3433,12934,0.6199381192251877,0.6199280611065133,0.6199238748399682
3359,5831,5768.61,0,3444,3444,12912,0.6199941931849826,0.6199900627515756,0.6199831966279334
3360,5818,5758.51,0,3567,3567,12666,0.620057114466673,0.6200501151447767,0.6200433530880296
3361,5839,5770.69,0,3368,3368,13064,0.6201186542149002,0.6201110782201299,0.6201023668539871
3362,5835,5768.91,0,3413,3413,12974,0.6201807106544418,0.6201726413231647,0.6201623730615702
3363,5824,5763.86,0,3370,3370,13060,0.6202420190388774,0.6202349572134134,0.6202232127900192
3364,5835,5753.32,0,3613,3613,12574,0.6203032909844516,0.6202971183643743,0.6202906518852401
3365,5806,5751.33,0,3565,3565,12670,0.6203666587379881,0.6203587229520715,0.6203524439756731
3366,5835,5746.86,0,3602,3602,12596,0.6204279362174099,0.6204210338420864,0.620414909888594
3367,5808,5746.38,0,3656,3656,12488,0.6204876777526483,0.6204821420228032,0.6204756813035973
3368,5804,5743.48,0,3628,3628,12544,0.6205502242433395,0.6205463604819184,0.6205403616707924
3369,5792,5748.22,0,3646,3646,12508,0.6206125758601161,0.6206095327789847,0.6206036627401612
3370,5823,5746.2,0,3619,3619,12562,0.6206756790216329,0.6206722512482945,0.6206688187437301
3371,5816,5749.28,0,3607,3607,12586,0.6207390600769511,0.6207340590773817,0.6207299157523919
3372,5820,5751.62,0,3564,3564,12672,0.6207990148492902,0.620794849110576,0.620791055340964
3373,5823,5750.76,0,3610,3610,12580,0.6208618490776168,0.6208561325355386,0.6208522374715867
3374,5819,5745.47,0,3614,3614,12572,0.6209240947486562,0.6209173875204286,0.6209129895445685
3375,5832,5751.65,0,3620,3620,12560,0.6209837839608356,0.6209792613085202,0.6209762252104483
3376,5812,5747.97,0,3636,3636,12528,0.6210449333822617,0.6210419768969091,0.6210383214341882
3377,5805,5745.24,0,3609,3609,12582,0.6211072269546608,0.6211042257041139,0.6211013251772343
3378,5806,5748.72,0,3610,3610,12580,0.6211686183181955,0.6211655550221927,0.6211633476239946
3379,5821,5750.49,0,3517,3517,12766,0.6212303665744962,0.6212274394521359,0.6212236818512122
3380,5826,5748.27,0,3634,3634,12532,0.6212926286479735,0.6212882762147228,0.6212850024553196
3381,5814,5742.73,0,3635,3635,12530,0.6213524173855961,0.6213490164805954,0.62134495064247
3382,5823,5753.49,0,3529,3529,12742,0.6214128779432077,0.6214088620228452,0.6214050205369028
3383,5823,5745.25,0,3585,3585,12630,0.6214735384201603,0.6214701340265917,0.6214663117425342
3384,5825,5752.13,0,3629,3629,12542,0.6215355765538461,0.6215315551534941,0.6215282734834939
3385,5815,5752.48,0,3541,3541,12718,0.6215956154324669,0.6215922766383642,0.6215879219967261
3386,5825,5748.41,0,3600,3600,12600,0.6216564036712282,0.6216525871271571,0.6216489479507521
3387,5812,5750.97,0,3604,3604,12592,0.6217165283607214,0.6217129177187897,0.6217082902598344
3388,5833,5749.42,0,3543,3543,12714,0.6217778725272008,0.6217733444773714,0.6217691662474318
3389,5808,5749.78,0,3544,3544,12712,0.6218387884433529,0.6218345314658776,0.6218278107891522
3390,5817,5749.16,0,3587,3587,12626,0.6218999819862785,0.6218940189584621,0.6218886156259078
3391,5822,5749.24,0,3573,3573,12654,0.6219613745448527,0.6219548545284024,0.6219483658581846
3392,5808,5746.34,0,3563,3563,12674,0.6220231226280833,0.622017696627497,0.6220098044054487
3393,5824,5752.54,0,3605,3605,12590,0.6220836595336486,0.6220784301470809,0.6220722249007459
3394,5832,5748.92,0,3575,3575,12650,0.6221462747778538,0.6221406523180804,0.6221362528470504
3395,5834,5748.74,0,3557,3557,12686,0.622207052860763,0.6222016715728358,0.6221967990612216
3396,5829,5751.33,0,3522,3522,12756,0.6222664649062555,0.6222611517151592,0.6222557446237783
3397,5821,5749.87,0,3655,3655,12490,0.6223251379380371,0.6223204325714317,0.6223162982634498
3398,5805,5742.97,0,3652,3652,12496,0.6223861225719357,0.6223803581407983,0.6223768944770478
3399,5804,5748.54,0,3627,3627,12546,0.6224466804265566,0.6224421912624699,0.6224380023141634
3400,5812,5748.9,0,3588,3588,12624,0.622506890036564,0.6225028219019925,0.6224973547355509
3401,5820,5750.56,0,3641,3641,12518,0.6225670642499752,0.622562659767013,0.6225558127767354
3402,5816,5753.32,0,3574,3574,12652,0.6226275936593458,0.6226237216341148,0.6226190794219004
3403,5836,5749.74,0,3592,3592,12616,0.6226883217729899,0.6226832654893295,0.62267902914356
3404,5854,5749.68,0,3608,3608,12584,0.6227477651544426,0.6227441358480076,0.6227403488474669
3405,5818,5750.08,0,3628,3628,12544,0.6228078760220183,0.6228045443463279,0.6228010862402185
3406,5810,5750.97,0,3636,3636,12528,0.6228690438907794,0.6228646895632051,0.6228617879784981
3407,5827,5751.3,0,3585,3585,12630,0.6229283819165213,0.6229246364684653,0.6229207381449783
3408,5800,5747.47,0,3581,3581,12638,0.6229881529784264,0.6229849833032585,0.6229807453734829
3409,5808,5747.75,0,3624,3624,12552,0.6230497598301272,0.6230456291577606,0.6230418866859676
3410,5818,5745.13,0,3647,3647,12506,0.6231074341059065,0.6231050923373749,0.6231022128582653
3411,5816,5751.44,0,3550,3550,12700,0.6231684245428306,0.6231644108138832,0.6231614129821694
3412,5811,5745.09,0,3651,3651,12498,0.6232287561724544,0.6232255559434148,0.6232227591504043
3413,5811,5750.1,0,3578,3578,12644,0.6232902203672716,0.6232855144731938,0.623280020629942
3414,5820,5746.87,0,3624,3624,12552,0.6233500139718834,0.6233452051531727,0.6233409069503698
3415,5819,5749.46,0,3495,3495,12810,0.6234117957586465,0.623405197824417,0.6234006682130064
3416,5838,5744.5,0,3668,3668,12464,0.6234686404734,0.6234634781809125,0.6234596943667688
3417,5822,5750.72,0,3590,3590,12620,0.6235277072408667,0.6235234672492532,0.6235196192157789
3418,5814,5747.46,0,3546,3546,12708,0.6235878279104214,0.6235821150810144,0.6235784205566075
3419,5798,5745.56,0,3558,3558,12684,0.6236446490139934,0.6236416364320334,0.6236386642665498
3420,5816,5751.88,0,3636,3636,12528,0.6237037679367561,0.6237013537582009,0.6236985619514581
3421,5799,5744.8,0,3571,3571,12658,0.6237643282000229,0.6237613492269897,0.6237574148075855
3422,5809,5748.89,0,3623,3623,12554,0.623825241358338,0.6238210836628661,0.6238173981151056
3423,5800,5746.33,0,3561,3561,12678,0.6238848768054376,0.6238813771010648,0.6238757160885788
3424,5809,5750.45,0,3582,3582,12636,0.6239464176920958,0.6239413295459395,0.6239377253130615
3425,5837,5754.68,0,3575,3575,12650,0.6240055174288744,0.6240018289013588,0.6239948103023041
3426,5799,5748.74,0,3634,3634,12532,0.6240650480663995,0.6240606043541708,0.6240569037168795
3427,5817,5740.26,0,3617,3617,12566,0.6241258621962423,0.6241207133671666,0.6241159367426026
3428,5815,5742.86,0,3622,3622,12556,0.624186175735653,0.6241808795697456,0.6241746252567268
3429,5815,5743.36,0,3617,3617,12566,0.6242435092059152,0.624239683934636,0.6242330470579665
3430,5817,5749.53,0,3516,3516,12768,0.6243042181467376,0.6242982882251777,0.6242912023795302
3431,5810,5750.3,0,3561,3561,12678,0.6243623357857807,0.6243583136914479,0.6243519571868854
3432,5811,5744.16,0,3621,3621,12558,0.6244231296050328,0.6244186712046647,0.624413760615027
3433,5833,5750.3,0,3593,3593,12614,0.6244814883965176,0.6244781235089452,0.6244752184196748
3434,5830,5750.46,0,3570,3570,12660,0.6245413609008185,0.6245379118697898,0.6245334676729758
3435,5815,5753.13,0,3543,3543,12714,0.6246005022964155,0.6245978379468976,0.6245943906932817
3436,5817,5749.93,0,3626,3626,12548,0.6246611560685953,0.6246576317050112,0.6246541955085207
3437,5807,5745.76,0,3665,3665,12470,0.6247202282152222,0.6247164087524149,0.6247119552897086
3438,5791,5745.63,0,3586,3586,12628,0.6247785703563852,0.624775350264247,0.6247710727822755
3439,5824,5749.74,0,3601,3601,12598,0.6248396603736261,0.6248341678721117,0.6248300013599891
3440,5826,5747.58,0,3622,3622,12556,0.6248964661528329,0.6248927017772518,0.6248879686910247
3441,5812,5749.96,0,3571,3571,12658,0.6249554012864817,0.6249509020292531,0.6249462112485447
3442,5814,5749.74,0,3567,3567,12666,0.62501476541405,0.6250103894471568,0.6250036479258241
3443,5822,5747.42,0,3601,3601,12598,0.6250729373322441,0.6250686467647314,0.6250625948957143
3444,5818,5747.0,0,3538,3538,12724,0.6251329273176344,0.6251279620743375,0.6251239767625071
3445,5837,5747.83,0,3564,3564,12672,0.6251910311842499,0.6251862879952657,0.6251820832264978
3446,5796,5747.29,0,3672,3672,12456,0.6252496411444696,0.6252455478702561,0.6252413898192837
3447,5822,5746.91,0,3630,3630,12540,0.6253070607158407,0.6253031351492703,0.6252995827119652
3448,5812,5740.32,0,3661,3661,12478,0.6253671444573461,0.6253618227413072,0.6253581272122115
3449,5793,5735.81,0,3815,3815,12170,0.6254231098167025,0.6254200371371995,0.6254171771105409
3450,5788,5727.93,0,3712,3712,12376,0.6254839723933351,0.6254805847984027,0.6254766549417985
3451,5803,5730.57,0,3769,3769,12262,0.6255455697426789,0.6255400378117948,0.6255356362921771
3452,5808,5737.83,0,3664,3664,12472,0.625605437828219,0.6255999837107796,0.6255949683861339
3453,5780,5721.74,0,3770,3770,12260,0.6256660408368573,0.6256602219741066,0.6256538043710811
3454,5771,5712.54,0,3861,3861,12078,0.6257276858769737,0.6257209262246965,0.6257132217906077
3455,5787,5710.1,0,3990,3990,11820,0.6257883722704629,0.6257817245616495,0.6257731432256286
3456,5792,5720.51,0,3783,3783,12234,0.6258456403014355,0.6258411251962094,0.625833106886043
3457,5790,5721.41,0,3808,3808,12184,0.6259057193960241,0.6259024385894193,0.6258984936270254
3458,5775,5716.89,0,3799,3799,12202,0.6259678386395874,0.6259618145515351,0.6259573105101931
3459,5796,5723.79,0,3751,3751,12298,0.6260241600673605,0.6260208189285618,0.6260173994278041
3460,5781,5713.05,0,3783,3783,12234,0.6260855179634358,0.6260800518759884,0.6260761479666876
3461,5773,5723.78,0,3852,3852,12096,0.6261454583537955,0.6261396352776447,0.6261347090043615
3462,5794,5725.75,0,3806,3806,12188,0.6262048268142771,0.6261986438852404,0.6261936967744224
3463,5784,5712.48,0,3865,3865,12070,0.6262607845809499,0.626258101097274,0.6262547223787651
3464,5791,5714.4,0,3814,3814,12172,0.6263217732117253,0.626317883781999,0.6263137948943371
3465,5815,5717.78,0,3765,3765,12270,0.626381346185762,0.6263771932892258,0.6263729100155133
3466,5778,5716.91,0,3828,3828,12144,0.6264407314534074,0.6264365973888845,0.6264313776724021
3467,5789,5719.24,0,3839,3839,12122,0.6265007723075471,0.6264958292633124,0.6264888151839527
3468,5785,5721.06,0,3805,3805,12190,0.6265613915550952,0.6265562384476523,0.6265474455988937
3469,5792,5720.03,0,3828,3828,12144,0.6266210566149896,0.6266145705500326,0.6266057358048864
3470,5802,5732.55,0,3737,3737,12326,0.6266808404596695,0.6266746564647215,0.6266653708995519
3471,5835,5738.05,0,3693,3693,12414,0.6267406664265748,0.6267337507686616,0.6267278809193071
3472,5800,5744.99,0,3625,3625,12550,0.6267999987141636,0.6267908738681769,0.6267861453579853
3473,5841,5734.66,0,3677,3677,12446,0.6268566953050182,0.6268472884466885,0.6268432285158038
3474,5792,5733.95,0,3664,3664,12472,0.6269164955117246,0.6269072512325067,0.6269022676595566
3475,5810,5727.68,0,3734,3734,12332,0.6269765671982376,0.6269672269298275,0.6269601257563828
3476,5812,5726.84,0,3820,3820,12160,0.6270340814866495,0.6270264066883202,0.6270184092717129
3477,5769,5722.24,0,3740,3740,12320,0.6270937026816086,0.6270851351198496,0.6270765064158121
3478,5792,5712.78,0,3824,3824,12152,0.6271507682076357,0.6271433255108996,0.6271373207728179
3479,5790,5716.55,0,3780,3780,12240,0.6272114673657323,0.6272020782538024,0.6271941282149993
3480,5800,5724.19,0,3702,3702,12396,0.627269229894005,0.6272617097661322,0.6272522011722785
3481,5793,5725.58,0,3793,3793,12214,0.6273282570253458,0.6273169815999103,0.6273100117533141
3482,5798,5722.56,0,3699,3699,12402,0.627385647581486,0.627375011123368,0.627367102275303
3483,5793,5728.13,0,3743,3743,12314,0.6274435392660059,0.6274371967606455,0.6274279748356731
3484,5797,5731.81,0,3731,3731,12338,0.6275022367448555,0.6274950524653007,0.6274850750196216
3485,5805,5742.15,0,3639,3639,12522,0.6275581554592334,0.6275518310806834,0.6275436674929382
3486,5818,5742.77,0,3689,3689,12422,0.6276144994844526,0.627609884484743,0.6276027599741243
3487,5801,5733.47,0,3778,3778,12244,0.6276738595515756,0.6276663301289086,0.6276593798926006
3488,5786,5722.94,0,3826,3826,12148,0.6277323475359408,0.6277252933918998,0.6277177958401654
3489,5788,5730.09,0,3766,3766,12268,0.6277917159835422,0.6277855854579577,0.627778082438013
3490,5797,5725.08,0,3681,3681,12438,0.6278502889864436,0.6278441236681974,0.6278362786300491
3491,5803,5735.79,0,3770,3770,12260,0.6279076104993992,0.6279017110880919,0.6278933757908256
3492,5821,5739.79,0,3673,3673,12454,0.6279656601879996,0.6279590478899624,0.6279503641596248
3493,5812,5740.17,0,3643,3643,12514,0.6280208617674349,0.628013946289637,0.6280067112848121
3494,5798,5740.34,0,3787,3787,12226,0.6280784655530534,0.6280729720212438,0.6280637867265381
3495,5815,5749.15,0,3622,3622,12556,0.6281356562128573,0.6281313929673712,0.6281281288131222
3496,5811,5749.05,0,3601,3601,12598,0.6281941063784148,0.6281885490973733,0.6281853649296419
3497,5794,5745.65,0,3623,3623,12554,0.628248419617924,0.6282449962293327,0.6282415044489613
3498,5825,5748.6,0,3661,3661,12478,0.6283059684858695,0.6283023933776781,0.6282984475400354
3499,5799,5741.03,0,3605,3605,12590,0.6283633325738589,0.6283592936887671,0.6283543707754234
3500,5808,5744.34,0,3639,3639,12522,0.6284224861097635,0.6284157704770611,0.6284117046530793
3501,5816,5744.55,0,3658,3658,12484,0.6284783419879154,0.6284737292975441,0.6284680190343119
3502,5800,5742.85,0,3563,3563,12674,0.6285348489173782,0.6285303392262089,0.6285239977338479
3503,5825,5746.25,0,3606,3606,12588,0.628592689087462,0.6285867302258346,0.6285802479250568
3504,5824,5743.47,0,3563,3563,12674,0.628649813701244,0.6286433264243911,0.6286360868236385
3505,5824,5745.2,0,3627,3627,12546,0.6287047070215773,0.6287002686667923,0.6286931069484286
3506,5804,5742.85,0,3657,3657,12486,0.6287626766668682,0.6287569624175358,0.6287495639843576
3507,5823,5756.91,0,3574,3574,12652,0.628817809615085,0.6288124970826915,0.6288052310902338
3508,5812,5752.98,0,3562,3562,12676,0.6288753352244225,0.628871032473798,0.6288629117895216
3509,5823,5744.0,0,3667,3667,12466,0.6289329795177748,0.6289293436691097,0.6289229072854804
3510,5814,5752.31,0,3547,3547,12706,0.6289918023267347,0.6289860506760028,0.6289790074211966
3511,5826,5752.89,0,3534,3534,12732,0.6290503645736831,0.6290430523615244,0.6290384815666556
3512,5813,5755.96,0,3590,3590,12620,0.6291094988115079,0.6290993103310512,0.6290930792031965
3513,5819,5740.19,0,3591,3591,12618,0.6291651953740441,0.6291580847567427,0.6291508984945764
3514,5808,5744.43,0,3631,3631,12538,0.62922486828304,0.6292158774236334,0.6292073992905017
3515,5813,5765.05,0,3516,3516,12768,0.6292825416006662,0.629270967715597,0.6292626583178047
3516,5803,5749.92,0,3503,3503,12794,0.6293404844427696,0.6293295517466091,0.6293203044920268
3517,5823,5755.4,0,3558,3558,12684,0.6293890250459473,0.6293853936873297,0.629380789130647
3518,5819,5744.63,0,3539,3539,12722,0.6294472068465876,0.6294439640266802,0.6294409372436922
3519,5800,5745.74,0,3606,3606,12588,0.6295028635638683,0.629500263550578,0.6294975019332076
3520,5809,5745.52,0,3636,3636,12528,0.6295603005344556,0.6295566911434863,0.6295537325149128
3521,5793,5744.75,0,3662,3662,12476,0.6296163463741694,0.6296127757445341,0.629609855692524
3522,5811,5742.03,0,3729,3729,12342,0.6296728131064896,0.6296693521407057,0.6296666260736954
3523,5813,5749.02,0,3640,3640,12520,0.6297288706408128,0.6297254446007358,0.6297220064918255
3524,5816,5747.67,0,3533,3533,12734,0.6297848963694428,0.6297818785088666,0.6297783358029718
3525,5822,5743.09,0,3598,3598,12604,0.6298416441936757,0.6298375906119137,0.6298349347129835
3526,5795,5743.11,0,3621,3621,12558,0.6298983598388191,0.6298946375096525,0.6298919537246429
3527,5824,5747.02,0,3621,3621,12558,0.6299542145406807,0.6299504751838703,0.6299475842082358
3528,5805,5746.88,0,3517,3517,12766,0.6300103388811984,0.6300063023035836,0.6300029571941996
3529,5828,5746.32,0,3652,3652,12496,0.6300671844432095,0.6300621369502388,0.6300587506193589
3530,5830,5751.0,0,3633,3633,12534,0.6301216641063709,0.630117784893307,0.6301134585130471
3531,5803,5744.03,0,3610,3610,12580,0.6301772418107281,0.6301739123366946,0.6301694148374127
3532,5817,5747.43,0,3581,3581,12638,0.6302336909097229,0.6302303999971105,0.6302259413898545
3533,5834,5748.96,0,3537,3537,12726,0.6302910858803987,0.630285668016657,0.6302810068335938
3534,5803,5748.98,0,3612,3612,12576,0.6303461925139883,0.6303408385951379,0.6303350635815461
3535,5799,5743.81,0,3608,3608,12584,0.630400365887982,0.6303949954414353,0.6303902925419953
3536,5816,5743.82,0,3587,3587,12626,0.6304563874538429,0.6304502211526453,0.6304448890494156
3537,5812,5743.95,0,3538,3538,12724,0.6305104239262699,0.6305057807854513,0.6305014081188548
3538,5823,5746.26,0,3625,3625,12550,0.6305655565184721,0.6305612977531897,0.6305554917116316
3539,5817,5746.41,0,3705,3705,12390,0.6306211084980041,0.6306182964044247,0.6306148009983871
3540,5817,5747.38,0,3637,3637,12526,0.6306766291011003,0.6306744100887887,0.6306706236550615
3541,5813,5750.13,0,3543,3543,12714,0.6307332440575628,0.6307303757657409,0.6307266399319655
3542,5833,5746.97,0,3551,3551,12698,0.6307893018753574,0.6307859114639719,0.6307810490483515
3543,5805,5744.25,0,3735,3735,12330,0.6308453280578147,0.6308416115833397,0.6308361775051213
3544,5812,5744.25,0,3624,3624,12552,0.6309003478478648,0.6308965124483646,0.6308914998099171
3545,5821,5741.2,0,3667,3667,12466,0.630955711417017,0.6309525959868824,0.6309471657231921
3546,5801,5741.96,0,3614,3614,12572,0.6310127674141741,0.6310078490302695,0.6310047487172707
3547,5809,5745.61,0,3600,3600,12600,0.6310664947702864,0.6310635511646457,0.6310611005324113
3548,5801,5742.89,0,3640,3640,12520,0.6311229631067687,0.6311198038728404,0.6311165967036413
3549,5804,5743.79,0,3628,3628,12544,0.6311790252412935,0.6311757950146387,0.6311728852648052
3550,5809,5744.28,0,3594,3594,12612,0.6312342323769794,0.6312312530812881,0.6312276449895208
3551,5821,5752.55,0,3536,3536,12728,0.6312905309615836,0.6312867240745531,0.6312842447710869
3552,5801,5745.87,0,3550,3550,12700,0.6313446282338397,0.6313421346652714,0.6313385682562213
3553,5824,5757.36,0,3507,3507,12786,0.63140004134584,0.6313968835647892,0.6313930107579961
3554,5816,5759.49,0,3451,3451,12898,0.63145445124126,0.6314515500702487,0.6314468992239367
3555,5837,5765.04,0,3451,3451,12898,0.6315101760605283,0.6315059974560598,0.631500533127139
3556,5832,5773.44,0,3459,3459,12882,0.6315630297918743,0.6315596616924612,0.6315527917262082
3557,5822,5757.53,0,3541,3541,12718,0.6316195145741609,0.6316162535087272,0.6316121183432801
3558,5810,5754.09,0,3591,3591,12618,0.6316757435492739,0.6316714497125168,0.6316663328094688
